date,session_key,position,driver_number,meeting_key
2026-09-04T10:35:27.777000+00:00,11354,9,77,1293
2026-09-04T10:35:27.777000+00:00,11354,11,87,1293
2026-09-04T10:35:36.096000+00:00,11354,9,1,1293
2026-09-04T10:35:36.096000+00:00,11354,14,14,1293
2026-09-04T10:35:36.096000+00:00,11354,7,16,1293
2026-09-04T10:35:36.096000+00:00,11354,4,22,1293
2026-09-04T10:35:36.096000+00:00,11354,11,31,1293
2026-09-04T10:35:36.096000+00:00,11354,13,36,1293
2026-09-04T10:35:36.096000+00:00,11354,3,41,1293
2026-09-04T10:35:36.096000+00:00,11354,5,43,1293
2026-09-04T10:35:36.096000+00:00,11354,6,44,1293
2026-09-04T10:35:36.096000+00:00,11354,8,55,1293
2026-09-04T10:35:36.096000+00:00,11354,10,77,1293
2026-09-04T10:35:36.096000+00:00,11354,12,87,1293
2026-09-04T10:35:46.152000+00:00,11354,19,5,1293
2026-09-04T10:35:46.152000+00:00,11354,17,25,1293
2026-09-04T10:35:46.152000+00:00,11354,18,27,1293
2026-09-04T10:35:46.152000+00:00,11354,21,46,1293
2026-09-04T10:35:46.152000+00:00,11354,20,61,1293
2026-09-04T10:35:46.152000+00:00,11354,16,81,1293
2026-09-04T10:36:27.278000+00:00,11354,10,1,1293
2026-09-04T10:36:27.278000+00:00,11354,2,12,1293
2026-09-04T10:36:27.278000+00:00,11354,15,14,1293
2026-09-04T10:36:27.278000+00:00,11354,8,16,1293
2026-09-04T10:36:27.278000+00:00,11354,5,22,1293
2026-09-04T10:36:27.278000+00:00,11354,3,30,1293
2026-09-04T10:36:27.278000+00:00,11354,12,31,1293
2026-09-04T10:36:27.278000+00:00,11354,14,36,1293
2026-09-04T10:36:27.278000+00:00,11354,4,41,1293
2026-09-04T10:36:27.278000+00:00,11354,6,43,1293
2026-09-04T10:36:27.278000+00:00,11354,7,44,1293
2026-09-04T10:36:27.278000+00:00,11354,9,55,1293
2026-09-04T10:36:27.278000+00:00,11354,11,77,1293
2026-09-04T10:36:27.278000+00:00,11354,13,87,1293
2026-09-04T10:36:51.152000+00:00,11354,20,5,1293
2026-09-04T10:36:51.152000+00:00,11354,16,14,1293
2026-09-04T10:36:51.152000+00:00,11354,11,18,1293
2026-09-04T10:36:51.152000+00:00,11354,18,25,1293
2026-09-04T10:36:51.152000+00:00,11354,19,27,1293
2026-09-04T10:36:51.152000+00:00,11354,13,31,1293
2026-09-04T10:36:51.152000+00:00,11354,15,36,1293
2026-09-04T10:36:51.152000+00:00,11354,22,46,1293
2026-09-04T10:36:51.152000+00:00,11354,21,61,1293
2026-09-04T10:36:51.152000+00:00,11354,12,77,1293
